YAL001C	GO:0000127
YAL001C	GO:0000796
YAL001C	GO:0000799
YAL001C	GO:0003674
YAL001C	GO:0003676
YAL001C	GO:0003677
YAL001C	GO:0003709
YAL001C	GO:0005488
YAL001C	GO:0005575
YAL001C	GO:0005634
YAL001C	GO:0005667
YAL001C	GO:0005739
YAL001C	GO:0006139
YAL001C	GO:0006350
YAL001C	GO:0006352
YAL001C	GO:0006384
YAL001C	GO:0006461
YAL001C	GO:0006807
YAL001C	GO:0008104
YAL001C	GO:0008150
YAL001C	GO:0008152
YAL001C	GO:0009058
YAL001C	GO:0009059
YAL001C	GO:0009889
YAL001C	GO:0009987
YAL001C	GO:0010468
YAL001C	GO:0010556
YAL001C	GO:0016043
YAL001C	GO:0019219
YAL001C	GO:0019222
YAL001C	GO:0022607
YAL001C	GO:0030528
YAL001C	GO:0031323
YAL001C	GO:0031326
YAL001C	GO:0032991
YAL001C	GO:0033036
YAL001C	GO:0034502
YAL001C	GO:0034613
YAL001C	GO:0034641
YAL001C	GO:0034645
YAL001C	GO:0043170
YAL001C	GO:0043226
YAL001C	GO:0043227
YAL001C	GO:0043229
YAL001C	GO:0043231
YAL001C	GO:0043234
YAL001C	GO:0043933
YAL001C	GO:0044237
YAL001C	GO:0044238
YAL001C	GO:0044249
YAL001C	GO:0044260
YAL001C	GO:0044422
YAL001C	GO:0044424
YAL001C	GO:0044427
YAL001C	GO:0044428
YAL001C	GO:0044444
YAL001C	GO:0044446
YAL001C	GO:0044451
YAL001C	GO:0044454
YAL001C	GO:0044464
YAL001C	GO:0045449
YAL001C	GO:0050789
YAL001C	GO:0050794
YAL001C	GO:0051171
YAL001C	GO:0051179
YAL001C	GO:0051641
YAL001C	GO:0060255
YAL001C	GO:0065003
YAL001C	GO:0065007
YAL001C	GO:0070727
YAL001C	GO:0071168
YAL001C	GO:0080090
YAL001C	GO:0090304
YAL002W	GO:0000267
YAL002W	GO:0000322
YAL002W	GO:0000323
YAL002W	GO:0000324
YAL002W	GO:0003674
YAL002W	GO:0005488
YAL002W	GO:0005543
YAL002W	GO:0005575
YAL002W	GO:0005624
YAL002W	GO:0005626
YAL002W	GO:0005773
YAL002W	GO:0005794
YAL002W	GO:0005795
YAL002W	GO:0006810
YAL002W	GO:0006914
YAL002W	GO:0007034
YAL002W	GO:0008150
YAL002W	GO:0008152
YAL002W	GO:0008270
YAL002W	GO:0008289
